AR_NUMBER,AR_PRIORITY,AR_SEVERITY,PRIORITY_SEVERITY,CONCAT_TEXT_FOR_WKS
395031,NCAQ,3,NCAQ:3,llrt exceed original job dose estimate due high expect dose rate multiple retest include rhr v containment vacuum breakers inexperience crew dose receive llrt group exceed original estimate rem rem nightshift acting rpm llrt notify job estimate rem pre outage llrt ops valve l u ssac establish goal p rem x p rem original dose estimate present ssac p rem estimate revise p rem due add scope x p rem current actual dose hrs r llrt valve ops l u p rem actual dose currently establish ssac goal revise estimate original estimate high risk plan implement r vale lineup rwcu hx rm tip mezzanine conjunction llrt rwcu v dose rate significantly high anticipate area llrt rwcu v not identify planner original scope dose estimate work complete detail dose overrun address alara post job review llrt dw personnel equipment hatch remain perform
386736,NCAQ,4,NCAQ:4,argos service hp pap argos hp eq locate hp pap service due low background rate fault foot detector c no obvious hole detector mylar find argos service pap significant due time year radon level high placed argos oos contact rp supervision initiate cr wr
400134,NCAQ,4,NCAQ:4,sec xd inop sec xd flow warning not operate intend call security detail sec xd take service notify maintenance generate cr wr paap
388135,NCAQ,4,NCAQ:4,alarm sender event printer not work tdas ppcv alarm sender event printer not work tdas ppcv try stop initiate issue still exist need investigate resolve issue crs sm inform cr subject description word change sander sender request ops
384444,NCAQ,4,NCAQ:4,issue badge photo not appear checkpoint analyst discover corporate badging table not populate host computer lenel ssis database automatic transfer process cause several photo not appear checkpoint reader computer engineering currently investigate cause contact access authorization information
395815,NCAQ,4,NCAQ:4,tmu quarterly ebu inspection fail fixture find ebutmu low battery capacity recomend replace led ebu iniciate cr wr notified supervision tmu pumphouse
396181,CAQ,D,CAQ:D,screen contain error screen condition report contain error question screen correctly answer no basis conclusion incorrectly state au presence foreign material primary containment affect operation safety system au statement read au not affect operation safety system au complete screen correct screen see edms folder nrc identified
399780,NCAQ,3,NCAQ:3,ppm editorial error ppm step read follow check fcp trouble alarm clear drop drop step read verify alarm light similar step discrepancy find work wo discuss crs write cr need ppm revise ppm reference ar description not ppm rev mr issue no action require complete ar per note
388275,NCAQ,3,NCAQ:3,inadequate communication change helb barrier r door r label flood barrier apparently also treat helb barrier however neither effectively communicate station personnel sign affix field door plant upgrade helb barrier expect treat communication provide thus far email supervisor create significant potential leave helb barrier prop open unattended include r door r open unattende minute realize helb barrier recommend labeling helb barrier door treat helb barrier promptly generate ar label request submit
398574,CAQ,C,CAQ:C,documentation not depict pipe flange rcic f small bore flange connection exist inlet outlet piping rcic f not appear depict station configuration document no detailed isometric information appear exist rcic piping cvi document like pid consider build piping detail subject flange flange gasket bolting information flange gasket particular need upcoming rcic work window ar eval wo
391245,NCAQ,4,NCAQ:4,non en vehicle contact non en vehicle check point monday employee personal vehicle process vehicle check point foot slip brake result vehicle roll make contact personal vehicle front individual pull proceed access point identify no damage either vehicle ispm review incident report supervisor report accident applicable party require per ispm initiated condition report
383973,NCAQ,3,NCAQ:3,ewp comment return h ops wo wo take field work complete auhold operationsau no method return wo work step miss additional datum need enter wo unable edit worker h ops sro edit wo option fix error aureturn supervisorau send wo back planning stage worker access wo sro tablet burdensome please add option set wo back work error easily correct discuss psro write cr request fix issue report cr issue report crs work perform cr closing cr cross reference panel update
386806,NCAQ,3,NCAQ:3,b b flex equipment need add ppm ldcn add lcs beyond design basis equipment completion time restore service flex equipment depend equipment service prudent planning conservatism would suggest never plan perform maintenance two ssc perform function e water addition electrical power tow vehicle debris removal vehicle etc simultaneously flex b b equipment add ppm address appropriate protection scheme flex b b service see also cr discuss flex engineer
393327,CAQ,D,CAQ:D,find intermittent operation remove ms rms rva switch ar cr investigation drive replacement ms rms rva ms rva valve control switch outage r wo find bench testing perform shop electrician remove general electric ms rms rva switch original plant equipment observe position switch could take remain intermittent position auoffau auautoau position intermittent position switch contact would not change state normal switch contact state logic configuration switch contact state return normal switch manually transition intermittent position full auoffau position switch turn engineer failure analysis ar ca additional switch schedule replacement r wo wo wo wo wo style switch instal ms rm rva b c b c b c c c b c c c c b c c c recommend engineering review failure analysis determine extent condition exist andor follow action prudent consider r scope add delete reference ar ca auca review failure analysis update eqitau notified eoc supply suspect switch code program failure analysis write cr document find condition cr close ar create perform failure analysis update eqit andor corrective action base result cr redundant
